년(Annual),시도,시군구,계,계,전,전,답,답,과수원,과수원,목장용지,목장용지,임야,임야,광천지,광천지,염전,염전,대,대,공장용지,공장용지,학교용지,학교용지,주차장,주차장,주유소용지,주유소용지,창고용지,창고용지,도로,도로,철도용지,철도용지,제방,제방,하천,하천,구거,구거,유지,유지,양어장,양어장,수도용지,수도용지,공원,공원,체육용지,체육용지,유원지,유원지,종교용지,종교용지,사적지,사적지,묘지,묘지,잡종지,잡종지
년(Annual),시도,시군구,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수,면적,지번수
2021,경남,사천시,398708459.5,225830,24494142.4,37527,58328803.4,50818,3375494.6,1113,1949824.8,631,228301267.2,26057,0,0,11504,8,13576871.9,38752,5880451.9,1105,881234.6,199,222217.7,181,83766.8,132,568804.7,779,18677770.4,42796,360566,478,1098316.1,1859,7962389.8,4174,7188258.8,8253,9952780.6,3620,41995.1,25,668181.8,2070,870576.1,243,2859686.7,159,154414,87,323197.5,343,80565.5,23,1704375.9,1872,9091001.2,2526
2021,경남,김해시,463522922.7,272326,17458105.1,29249,67838115.7,59445,4506150.8,1741,1414924.4,1170,231700774.5,27774,0,0,0,0,26967623.1,56570,23354378.7,11302,2544870.6,264,505387.7,334,279431.2,344,941430.6,721,30263412.3,51590,1493313.5,1385,2012095,3206,24536512.2,5906,10191058,12197,1607709.8,1644,26164,22,1118495.9,394,2856866.4,735,2559987,334,1030100.7,76,427121.6,322,187691,14,2623295.2,2508,5077907.7,3079
2021,경남,밀양시,798644668.9,342483,46267104.4,57030,113581676.5,90864,5294098.4,1611,1112261.2,826,514276308.4,47541,3,1,0,0,19589916.9,53763,4858857.2,1498,1281619.4,209,253524.6,292,58524.9,93,1289661.5,1738,21295979.6,48831,1697081.9,1145,4266431.2,5727,32530045.5,6771,13740070.7,13885,6657248.1,2460,45059.3,31,181161.3,118,719440.2,260,1855157.2,95,142280,134,463472.8,484,86964.9,48,4272562.2,4260,2828157.6,2768
2021,경남,거제시,403835057.2,224223,23476234.6,36942,38795723.8,54765,1309692,713,275149,222,280127303.8,29580,0,0,73077,9,17167983.1,41543,7222501.3,661,1274025.7,275,181658.7,284,77788.5,109,404734.3,539,16269572.5,44152,0,0,380826.3,980,2669798.5,2023,3853414.2,4420,2642789.1,1093,220594,182,183122.6,400,667094.9,200,1055103.3,110,314965,159,365023.6,467,43637,22,1213315,1464,3569929.4,2909
2021,경남,양산시,485617218.7,162599,11588810.1,19110,28004050.7,33900,1108208,722,4187388,851,356244082.1,25406,0,0,0,0,17678949.2,32434,9867658.3,3511,2200495.6,166,359017.1,263,99786.8,122,1887613.1,534,16544391,28624,1227533.3,874,804880.3,1388,13909850.6,4025,3225742.8,3837,1288550.1,736,14783,8,1205892.6,1161,2015589.6,413,6116734.4,345,427059.1,60,466543.6,400,461,1,1957750.4,1186,3185397.9,2522
2021,경남,의령군,482921360,208884,34504946.1,40567,54202092.9,53864,724255,239,759578.9,726,329630103.2,31291,0,0,0,0,8126877,23392,1425463.2,322,429421,128,88490.5,149,22686.8,32,275203.9,388,12665307.9,32225,0,0,2429877.8,3718,18337007.3,4572,11218579.4,10498,2880723.6,2110,6295.9,4,229786.9,188,131730.4,57,344441.2,120,158440,128,135536,151,37133.5,67,2412033.7,2436,1745347.9,1512
2021,경남,함안군,416616921.2,241865,37968052.4,44607,74962161,62410,3487015.1,1021,1494263.7,984,209306637.5,25153,0,0,0,0,10957788.1,30137,11967957.8,3773,627846.6,156,194363,215,73300,108,591999.5,736,18041144.7,40263,437383,477,3618925.9,4851,17701764.5,4897,9985272.4,11877,3372272.4,2259,85154,45,578466.1,444,592907.7,139,1069549.6,264,46508,26,216964.1,268,778176.3,709,3529113.6,3528,4931934.2,2518
2021,경남,창녕군,532641764.9,281202,52988048.7,58703,89608474.7,75245,4120232.8,786,1354616,826,283203167.4,31863,209.3,64,0,0,14039044.3,37665,4453679,1111,819955.1,222,124226.9,158,75236.3,102,1450953.7,1599,17651215.8,41197,0,0,3930239.6,3833,26485363,4352,13280656,13643,7961159,2485,107480,93,79791.5,70,253610.4,87,2353316.7,154,107048,40,155879.9,175,402499,117,4446421.4,4505,3189240.4,2107
2021,경남,고성군,517965020.2,271069,29720528.4,44472,78640704.3,73416,2041259.2,644,2237090.8,1016,336115608.2,39893,0,0,0,0,11822750.8,33481,4406106.9,899,783104,160,274761.3,266,44487.9,55,565905.6,898,17517052.4,50353,0,0,1066104.3,2318,8279306.8,4303,8882865.4,9118,5538604.8,2216,119728,83,358877.8,1045,631703.7,212,1419744.1,51,373803.7,78,405521.8,360,255923.8,65,2155327.6,2414,4308148.6,3253
2021,경남,남해군,357551969.9,242283,30590383.4,50772,45263668.3,56358,497052,335,990616,701,237925721.3,36625,0,0,112372,13,10925965.3,36099,206511.6,148,666327,209,99297.8,145,37469.4,77,741504.1,1586,11092234.3,43329,0,0,430929.1,600,3356728.7,1843,4218241.9,4457,2450794.9,1467,305886,167,267283.2,300,124361.9,30,1133906.8,72,66172,43,135528.5,197,9064.5,18,2738787.4,4347,3165162.5,2345
2021,경남,하동군,674910206.5,289917,28154176.7,45210,81103226,77452,1599371,755,1056983.5,927,485074452.5,52571,0,0,0,0,11510174.8,31890,1894608.8,500,676169,171,105181.9,143,46255,81,639080.8,1238,20073460.6,52582,704350,610,1485547.5,2861,15935411.9,3113,13822717.4,11810,4489917.8,1624,38970.8,21,73919.4,239,33478.1,20,259660,57,120037,87,251078.8,288,642,2,1918553.5,2275,3842781.7,3390
2021,경남,산청군,794702763.5,251259,26353446.1,35866,67839677,61141,3546264.2,1225,2424600.4,967,613707378.6,38463,0,0,0,0,11082418.6,29089,1335000,385,541005,129,216247.3,196,43554,65,1062213.8,1663,20722841.8,52129,0,0,1411174.3,3388,23636757.8,9917,10639579.9,9397,4672194,2566,77722.2,54,72340.3,70,263729.9,102,456186.8,91,899302,350,319167.6,400,52282,37,1327030.3,1473,2000649.6,2096
2021,경남,함양군,725607365.4,242882,33936070.9,46272,63732442.9,59196,4235527.1,1493,3645377.6,787,557239071.8,37029,0,0,0,0,9537413.4,27550,1826649.4,466,613103,211,113964.4,146,17611,28,747506.5,1073,19278296.8,47187,0,0,259961.8,754,14488172.9,6501,9932848.3,9063,1803968.2,936,39504.9,15,224848.8,94,313530.7,118,172800.2,81,238040.8,57,259374.1,208,3080,5,1354827.6,1452,1593372.3,2160
2021,경남,거창군,803423794.3,265310,40657286.6,48442,76914204.5,67149,6325138,3161,2174396.6,1085,605231309.4,38866,13.2,4,0,0,10491876.4,32165,1659232.6,405,937840.9,220,142832,122,48907.7,65,719583.1,1023,19075842.6,46901,0,0,785932.6,1329,14006160.4,7172,12325778.7,11332,6147173.3,1984,63467.2,42,40951,25,443254.1,95,1683319.7,50,177003,65,164532.6,167,69,1,1501223.3,1551,1706465.8,1889
2021,경남,합천군,983077684.6,328371,44528328.1,60502,102266954.1,91531,568212.7,161,3252904.9,1526,707855295.5,51935,0,0,0,0,12729248.1,37169,887055.5,354,823031.5,173,101752.8,141,44675.3,63,887998.5,1299,24990445.2,50030,0,0,3086825,3981,27831733.8,7819,18590751.6,12767,28426845.7,3653,20470,17,41855.7,47,78888.4,33,173013,79,523282,182,267114.5,237,35984,5,2033918.5,2260,3031100.2,2407
2021,제주,제주,1850278723.9,871532,354076378.9,189312,6278960.3,8730,160001881.7,70153,150409400.8,10179,862919744.9,131898,24,1,0,0,79765410.6,148978,3696402.7,1149,6797280.8,880,1807956.3,1540,409458.8,390,4465027.2,3655,90000341.7,202345,0,0,415039.8,249,25392689.1,3902,3826639.7,4511,3727005.2,1478,2570324,1406,1339423,1856,3961823.6,919,32449604,1530,3907949.4,304,1257683.5,735,581837,224,16582488.7,71804,33637948.2,13404
2021,제주,제주시,978721708.7,519026,202774070.5,114642,2471611.6,3902,57285884.1,26759,97231919.8,7178,439635987.6,77181,24,1,0,0,47109090.1,95159,2443216.4,793,3877497.4,517,1403415.8,1185,286340.8,265,3005807.6,2669,50415542,124491,0,0,229435,133,11240591.8,2109,1331225.2,2383,2516113.2,1153,842684,499,1009127.1,1025,1952788.5,510,17960572.1,725,2942537.3,183,765601.5,424,568957,216,8639256.7,45883,20782411.6,9041
2021,제주,서귀포시,871557015.2,352506,151302308.4,74670,3807348.7,4828,102715997.6,43394,53177481,3001,423283757.3,54717,0,0,0,0,32656320.5,53819,1253186.3,356,2919783.4,363,404540.5,355,123118,125,1459219.6,986,39584799.7,77854,0,0,185604.8,116,14152097.3,1793,2495414.5,2128,1210892,325,1727640,907,330295.9,831,2009035.1,409,14489031.9,805,965412.1,121,492082,311,12880,8,7943232,25921,12855536.6,4363
2022,전국,전국,100443553474.5,39513579,7501268819.6,7186329,10986196544.6,7903973,606124990.8,288966,559774459,164977,63427357382.7,4906552,6360.3,306,83628017.8,14043,3342654202.9,7582628,1086707417.4,317529,314357288.6,50923,44949508.4,41162,20808534.3,22746,148231644.3,144735,3453154565.1,6681400,144419854.2,145603,211625235.8,291698,2871334885.3,779004,1752841986.5,1493789,1428184689.5,401614,23468815.9,12073,54971941.9,63399,311456178.6,65286,392419271.3,36548,50727466.7,14869,59429433.1,53278,28320237.7,5735,282264751,265141,1256868991.2,579273
2022,서울,서울,605208148.6,912968,9205435.2,15589,7833303.5,10065,240179.4,223,388,1,137415854.7,20959,0,0,0,0,222883593.6,673322,2849065.5,1277,24871311.3,2983,1254136.6,1081,554210.7,803,77431.9,96,80504986.7,145863,7103571.5,4859,3840769.3,2077,52050090.1,9316,3255357.2,6745,1510026.7,379,0,0,1585048.8,638,23971524.5,5989,1477551.1,95,42992.4,17,2383595.7,2163,1682895.4,495,2322659.2,396,16292169.6,7537
2022,서울,종로구,23913161.7,49243,799689.5,808,0,0,0,0,0,0,9359338.5,1005,0,0,0,0,8195547.1,35703,0,0,904647.2,158,22566.6,75,5974.6,13,0,0,2386821.6,9852,932.9,16,10946.9,11,275951.2,186,164383.4,571,0,0,0,0,85.2,4,319676,492,0,0,0,0,106967.4,113,1244517.4,68,11001,5,104115.2,163
2022,서울,중구,9960286.5,34915,0,0,0,0,0,0,0,0,1285766,240,0,0,0,0,5206210.3,26603,4359.6,2,394066.8,53,32782.6,45,7647.4,14,0,0,2138672.5,7407,122766.1,69,0,0,29443.2,16,14669.9,53,0,0,0,0,28260.6,20,455080.1,249,17811.1,17,0,0,113374.2,66,103210.1,25,0,0,6166,36
2022,서울,용산구,21867609.5,44765,36275.5,211,0,0,0,0,0,0,1602504,397,0,0,0,0,10083253,31899,0,0,527644.5,114,18683.2,41,8602.8,17,1974.9,9,2515915.2,9359,1206017.2,992,155421.6,152,4760487.8,580,86930.6,433,44896.3,39,0,0,401.8,2,138903.7,165,484.6,2,0,0,87602.5,103,1548,9,43594,5,546468.3,236
2022,서울,성동구,16820272,26845,164428.3,326,15066,38,0,0,0,0,257414.2,173,0,0,0,0,6242263.6,19802,482496.5,436,954165.8,85,10337.9,21,3671.3,5,9330.6,8,2277876.9,4030,290851.7,238,357497.3,202,3745667,661,81478.8,161,99218.2,54,0,0,259636,184,722502.6,189,22067.5,6,121,1,74906.2,72,0,0,11996,4,737278.6,149
2022,서울,광진구,17062836.8,32679,26313,126,11122,30,0,0,0,0,2473129.4,339,0,0,0,0,7010318,26441,91.2,1,1059170.8,101,19762.1,32,20125.6,34,0,0,2503051,4873,3220.7,20,172645,45,2524435.2,246,68323.2,92,37065.4,15,0,0,289620.5,58,724800.9,124,36739,11,0,0,54459.9,53,0,0,8367,1,20076.9,37
2022,서울,동대문구,14216010.8,40929,39570,244,15152,115,0,0,0,0,730118,216,0,0,0,0,7801183.5,33700,3910,5,1312898,129,7787.9,23,18675.9,26,0,0,2632895.8,5434,422794.9,243,138725.7,93,573931.8,186,77023.2,198,4324,2,0,0,724,3,318044.9,175,5826,1,0,0,87862.4,82,0,0,8054,13,16508.8,41
2022,서울,중랑구,18497097.2,38755,260124,592,124918,261,137321.3,161,0,0,2514829.6,517,0,0,0,0,7264669.4,29430,4234.9,1,660161,82,96059,86,17325.5,27,7142.3,19,2875447.8,6105,413487.6,343,170716,116,908517.9,179,163785.9,370,85389,10,0,0,3958,6,1108747.5,195,0,0,0,0,78122.5,109,0,0,1412709.2,21,189430.8,125
2022,서울,성북구,24577897.3,53345,60977,224,50575,144,0,0,0,0,8090984.2,1924,0,0,0,0,10220192.5,40990,0,0,1630387.6,204,10964.2,33,24457.4,50,1443.3,3,2736267.2,8305,123410,31,33371,43,523908.4,439,144023.2,347,1434,6,0,0,6102.7,7,584783.1,184,0,0,0,0,211328.2,165,3269,48,53874,5,66145.3,193
2022,서울,강북구,23600401.9,40299,64161,167,30067,74,0,0,0,0,12519026.3,980,0,0,0,0,6678073,31294,4290.4,2,551611.2,53,28025.1,41,16211.4,25,192,1,1998963.7,6708,4323,1,65,2,333060.9,253,87261.9,230,2092,2,0,0,22944,12,923073.8,157,0,0,9554,1,157873,124,0,0,73975,56,95558.2,116
2022,서울,도봉구,20651010,22576,231145,565,93345,284,25546,20,0,0,9573760.2,988,0,0,0,0,6166143.6,16066,28934.9,27,742059.7,99,89888.3,62,19195.9,22,5115,3,2085308.1,3654,178087.9,104,15287.7,21,473462.8,161,179206,187,21,1,0,0,403.1,3,539458.4,129,65575,5,1736,2,56377.7,49,0,0,4224,9,76728.7,115
2022,서울,노원구,35439055.1,20812,191251,611,161720,350,17574.1,7,0,0,15385074.6,1419,0,0,0,0,9356017.3,12872,3087.7,1,2489735.8,220,26973.5,31,25525.7,31,2227,2,2873304.1,3474,646132,302,126642,119,1108969,455,103230.1,204,39168,3,0,0,92719.6,8,779582.7,263,649289,9,0,0,139339.2,129,0,0,17393,3,1204099.7,299
2022,서울,은평구,29713452.1,49807,439473.3,1122,249609.5,459,0,0,0,0,13220463.1,2093,0,0,0,0,9863356.5,36597,2568,2,713042.2,107,98222.7,55,21240,32,0,0,2952526.6,7932,170559.8,88,737,8,497478.2,241,256637.9,406,16092.1,3,0,0,42648.8,17,786933,245,5104,3,4933,10,130478.1,128,1081,3,23498,32,216769.3,224
2022,서울,서대문구,17626979.4,41328,73343,228,4370,22,0,0,0,0,4651523.4,1244,0,0,0,0,7167203.1,31367,0,0,2184770.7,315,21090,52,10389.1,22,0,0,2165782.7,6760,210553.2,216,0,0,438714,226,68494.5,308,0,0,0,0,22777,13,456532.5,291,0,0,0,0,78108.3,76,119,2,56613,31,16595.9,155
2022,서울,마포구,23853635.7,41201,275942.1,515,102833,262,0,0,0,0,315846.5,181,0,0,0,0,8548307.7,29867,17024.7,1,710302.4,86,40077,41,11050,24,214,2,3528625.3,7258,564255.9,709,222908.4,178,5765469.2,1227,87017.4,235,88218.3,13,0,0,10150,10,2810431.6,277,0,0,6502.4,1,86365.2,94,263,1,10143,17,651688.6,202
2022,서울,양천구,17405693.9,21795,103436,60,13535,57,0,0,0,0,1064543.8,187,0,0,0,0,8665552.6,17708,5596.4,1,806457.3,117,178915.1,43,38068.5,39,0,0,3095784.7,3030,235510.5,10,210259.9,15,446846,26,198776.3,93,149046.3,7,0,0,38586,38,1747497.3,204,146699.9,2,0,0,81543.8,61,0,0,974,3,178064.5,94
2022,서울,강서구,41453337.1,44216,1383708.9,1586,2874605.6,1917,44810,19,0,0,2744696.2,1216,0,0,0,0,11945459.9,27192,167521.2,111,977738.2,111,142777.3,56,57137.7,64,15709.9,20,4401163.6,7054,415652.9,72,608379.7,264,3652139,609,551885.2,956,189911.3,91,0,0,1420.9,9,1817184.5,472,37300.7,4,0,0,98445.3,106,3719,4,12608,19,9309362.1,2264
2022,서울,구로구,20121576.3,36631,371807,1152,241796,619,0,0,0,0,2967032.4,809,0,0,0,0,8523716.3,25747,564264.3,265,829361.3,150,31572.2,31,24720.3,36,4178,6,2885686.2,5488,936694.8,734,65791.1,82,968168.5,197,279865.3,448,100582,50,0,0,27009,33,920576.3,139,1125,1,0,0,106117.6,97,0,0,8458,6,263054.7,541
2022,서울,금천구,13020501.9,19909,27905,73,20703,63,0,0,0,0,2714156.8,317,0,0,0,0,5066303.9,15483,1265274.8,296,366674.6,52,18107.4,29,14766.8,19,16326.2,5,2034507.2,2794,213934.7,173,116769,44,620485,159,43871.6,157,44541.3,34,0,0,53818,12,240537.3,101,21949,2,0,0,29973.4,41,0,0,559,3,89337.9,52
2022,서울,영등포구,24549897.9,37466,29521,149,37125,242,0,0,0,0,62065.6,64,0,0,0,0,9521381.4,29952,282783.8,118,557447.3,77,43702.2,43,13085.6,24,558.4,1,4265449.8,5413,255227,192,313503.3,116,8077513.2,474,25894.5,83,109721.9,12,0,0,92857.3,10,660838.8,219,16498,1,0,0,148255.5,75,0,0,131,5,36337.3,196
2022,서울,동작구,16356862.9,38392,29147,228,29492,142,0,0,0,0,2384249.7,1165,0,0,0,0,7836456.8,29533,782.1,2,977981.7,136,14595.6,27,9457.6,13,0,0,2366805.5,5651,144739,154,9368.5,9,636942.7,239,69483.3,237,713,1,0,0,140085.2,131,1008456.1,294,2355,4,0,0,117671,132,0,0,513989,121,64092.1,173
2022,서울,관악구,29568309,45407,124468.5,356,55333,218,0,0,0,0,16063745.9,1312,0,0,0,0,8211311.7,35352,0,0,960701.7,131,17841.1,29,12393.9,24,0,0,2613385.1,6572,0,0,15639.7,7,545163.2,475,112611.7,177,0,0,0,0,37545,8,616926.6,219,10486.3,2,0,0,78866.9,123,0,0,26,2,91862.7,400
2022,서울,서초구,46968018.3,35193,2182101.3,2866,1551768,1961,8018,6,388,1,17815827.4,2103,0,0,0,0,13153814.4,20463,0,0,909375.2,104,35684.1,24,50742,61,6909,9,6301133.5,5890,2338.2,2,217284.6,42,2493613.5,479,278709,379,85537.3,3,0,0,72009.3,14,1025320.1,297,1982.5,1,2347,1,37306.3,36,0,0,16854,17,718955.6,434
2022,서울,강남구,39497891.6,34376,633062.1,1124,716990.4,1114,4240,7,0,0,6023056,843,0,0,0,0,16317506,24865,8331,4,1489685.4,120,65394.8,33,60823,98,685.3,2,6779150.1,4323,218796.5,101,114579.5,79,4008944.9,412,31685,132,104311.1,19,0,0,22897.6,10,1692155.1,349,6908.1,1,0,0,160751.8,59,0,0,30558,5,1007379.9,676
2022,서울,송파구,33875857.1,31671,473533,660,573577,690,0,0,0,0,768073,274,0,0,0,0,14835885.5,24061,0,0,1393626.3,109,108852.7,54,36584.5,54,3157,4,6217054.3,3914,64648,8,425613.7,149,5335329.6,599,41050.8,167,264642,8,0,0,7001.2,21,2392261.4,298,425870.4,17,17799,1,27681.9,22,225728.9,330,524,6,237362.9,225
2022,서울,강동구,24590496.6,30413,1184052.7,1596,859601,1003,2670,3,0,0,2828629.9,953,0,0,0,0,9003466.5,20335,3514,2,767598.6,70,73474,74,26338.2,29,2269,2,3873408.2,4583,258637,41,338616.7,280,3305447.9,591,39058.5,121,43102.2,6,0,0,311388,5,1181220.2,262,3480,6,0,0,33817.4,48,99440,5,2537,7,348729.6,391
2022,부산,부산,771325955.4,718509,20369346.7,33638,66101187.5,67019,2109829,978,1825719,507,340841906,41948,381.8,54,37747,30,111866241.3,380180,29868927.5,10912,12566732.1,2324,1424986.8,1972,692171,806,1496430.4,1336,59451773.2,127714,4536423.6,3911,2463255.3,2602,43860878.3,5406,12175930.9,19285,1414983.9,1218,32408,30,2989550.8,1180,12101695.1,2217,5588048.7,336,2468298.6,63,1818977.8,1531,214187,139,2848840.1,1894,30159098,9279
2022,부산,중구,3012842.9,16617,2213,6,0,0,0,0,0,0,109268,50,0,0,0,0,1495755.9,12776,0,0,85065.8,43,29063.6,97,1242.2,14,1970,12,748207.4,3216,72189.4,7,0,0,14123.9,11,15686.6,165,0,0,0,0,40181.3,15,170428.1,128,0,0,0,0,23230,27,0,0,0,0,204217.7,50
2022,부산,서구,13975502,39695,409634,1216,43593,75,0,0,0,0,6730033,1169,0,0,0,0,3822444.4,29584,122101.3,38,426380.4,150,24086,53,6625.2,12,81850,33,1363824,6618,0,0,26007.5,13,22461.2,27,106123.9,274,1815,2,0,0,18352.9,42,28539.1,18,75491,3,18335.3,1,86229.2,54,0,0,133097.1,61,428478.5,252
2022,부산,동구,10121140.4,40906,51159.3,139,18870,35,0,0,0,0,2731765.7,724,0,0,0,0,3620551.8,31258,8783.9,3,209270.4,135,30694.3,118,12780,14,16705.2,18,1489718.8,7414,563080.2,341,4045.8,3,54175,8,131360.6,425,0,0,0,0,45695.2,62,16109.2,27,0,0,0,0,50183.4,82,516,1,18514,26,1047161.6,73
2022,부산,영도구,14199345.4,37869,332556.1,1648,110254.8,354,0,0,0,0,3884150.1,1100,4,2,0,0,4135145.4,25810,755829,591,1016591.1,117,76226.3,79,42476,32,114682.2,45,1375197.2,6807,0,0,49872.7,30,0,0,144290.1,429,176,1,0,0,25024,21,109936.8,36,12876.8,1,1542761,18,113389.9,90,8625,6,54922,45,294358.9,607
2022,부산,부산진구,29666485.8,64046,78836.2,532,216764.2,1028,0,0,0,0,9593313,1644,3,1,0,0,9195376.7,46963,3396.8,7,1157396.6,228,53067.8,190,18787.5,29,10618,45,3178158.9,10712,1072349.4,741,0,0,270742.6,231,327238.5,927,956,5,0,0,56051,58,3942616,133,17478,3,6361.6,7,148948.2,122,0,0,63661.7,86,254364.1,354
2022,부산,동래구,16630551.2,32772,176007.3,573,101390.9,414,0,0,0,0,4327462.4,980,206,33,0,0,7189818.6,22557,11576.1,13,686393.8,161,33943,73,19086.7,33,16841.4,43,2359818.1,6466,91013.9,141,14021,28,544901.6,161,214430.9,496,204,8,0,0,103177,94,99574.1,55,194469,31,31352,6,121348.9,131,176808.1,97,24545,32,92161.4,146
2022,부산,남구,26824049.7,45583,243622.3,1626,107103.8,416,0,0,0,0,8293212.3,1919,0,0,0,0,8492607.6,30406,680000.1,165,1680990.3,301,94474.5,85,70964,55,93500,58,2785019.6,8979,33986.9,60,44736.3,15,112722.6,89,150336.5,561,39,2,0,0,36369.8,11,109098.3,46,234289.3,5,950,1,90097.8,93,93,1,197012,76,3272823.7,613
2022,부산,북구,39373770.2,21927,201524.5,533,644903.4,1191,2622,1,0,0,21891474.7,1775,2,1,0,0,6447924.3,12414,9169.7,13,920892.4,94,43437.5,82,34941.8,43,11077.6,19,2428939.4,4202,370977.3,154,69832,69,4713708.5,156,357047.3,624,6885,16,0,0,225121.9,116,489992.3,114,10767.3,3,0,0,88326.3,82,4873.4,3,165567,58,233762.6,164
2022,부산,해운대구,51541037.4,39882,791866.7,1193,930411.7,1998,21155,4,593,1,27592481,2775,159.7,14,0,0,9823576.2,22553,361088.1,154,1193744.6,162,187866.8,336,44686.9,72,73309.6,70,4030630.7,6770,349422.9,387,26513.8,37,1101795.2,357,633123.1,1111,25480.3,23,0,0,28863.2,16,772585.5,300,173597.6,9,0,0,155602.4,152,2078.5,2,33772,65,3186632.9,1321
2022,부산,사하구,41783911.9,42685,1640785.6,1372,150517,383,0,0,836,1,13276391.3,2298,1,1,0,0,8387913.8,27116,4614351.9,2028,903478.1,154,78402.4,106,99684.9,86,339398.4,147,3920763,7223,2211.3,23,110169,40,3381197.8,184,294180.2,621,613,5,0,0,58476.1,44,342120.3,73,13129.1,3,0,0,97710.6,78,126,4,126339.5,94,3945115.6,601
2022,부산,금정구,65278566,46358,950923.1,1800,2984978.9,3985,8261,3,1689,6,40580274,3032,0,0,0,0,7080825.2,25377,587603.4,375,1369072.8,190,75359.6,106,31973.8,59,38777.7,65,4094128.9,8480,342492.7,111,25225,50,1699812.4,283,715121.5,1037,47421,67,0,0,2062090.1,604,101222.3,53,1633885.9,101,229796,9,244071.4,159,1987,8,118031,112,253542.3,286
2022,부산,강서구,182156980.9,105691,8809864.1,10502,40705641.2,28714,66301,25,349829,266,40771181.5,4366,0,0,37747,30,12606924.3,23960,13664835.5,2339,761541.8,147,287237.4,185,98430.7,102,346052.9,285,13827346.1,17696,693672.8,380,1660067.3,1928,20878754,1690,6058862.9,8323,601225.5,548,11548,8,165269.8,34,3339985.3,595,264923.6,41,614952.7,14,96639.2,62,17880,12,334416,596,15085851.3,2843
2022,부산,연제구,12105138.6,25802,33243.6,223,18241.9,168,0,0,0,0,2906121.7,771,6.1,2,0,0,5626028.9,18786,12708.7,7,570582.6,110,68871.8,140,32709.7,47,5632.1,23,1784165.1,4641,77553.8,221,3473,6,115362,24,145322.3,301,565,7,0,0,14884,21,67233.9,33,368408,76,0,0,85212.9,66,0,0,81033,26,87778.5,103
2022,부산,수영구,10218071.9,21212,16777,120,3820,38,0,0,0,0,2323886,513,0,0,0,0,5249148.8,16520,3705.7,9,320950.3,74,36444.7,82,18586.3,32,8615.7,31,1619623,3258,0,0,25584,26,143024,40,90979.6,185,0,0,0,0,2367,1,95017.8,59,12065.5,2,0,0,164462.5,84,1200,5,2719,6,79095,127
2022,부산,사상구,36105076.1,26435,117251.4,634,400638.3,1088,0,0,0,0,12143839.6,1162,0,0,0,0,6677850,14041,3395749.6,3813,586724,133,40190,80,76685.7,78,126688.6,114,3251508.8,3689,220271,253,253678,40,7721656.1,268,453725.7,536,150810.6,22,0,0,42222.4,20,104509.1,57,9889,1,0,0,80818.8,66,0,0,45720.6,88,204648.8,252
2022,부산,기장군,218333485,111029,6513082.5,11521,19664058.4,27132,2011490,945,1472772,233,143687051.7,17670,0,0,0,0,12014349.4,20059,5638027.7,1357,677657.1,125,265621.1,160,82509.6,98,210711,328,11194724.2,21543,647202,1092,150029.9,317,3086441.4,1877,2338101.2,3270,578793.5,512,20860,22,65405.1,21,2312727,490,2566778.6,57,23790,7,172706.3,183,0,0,1449490.2,523,1489105.1,1487
2022,대구,대구,885222208.1,603279,38502993.2,49781,71215252.6,82866,2266954.4,1718,1307402.2,659,471603408.3,35982,7,3,0,0,91121552.3,257582,26688984.5,12977,10986129.4,1316,998175.6,925,580581.8,651,1135490.5,1574,61029225.2,105729,2701795.1,2310,3989156.5,6153,45647669.4,10147,11430563.5,15053,5995893.5,3277,34692,27,2331854.3,755,12155555.7,2327,2740091.8,200,449573,108,1399074.3,1041,53518,22,3894474.3,3724,14962139.7,6372
2022,대구,중구,7055947.7,30060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222489.1,23287,0,0,332520.3,70,43611.3,143,8917.3,15,2826.6,13,1710208.6,5900,43117.4,36,22867.9,41,246429,105,48914.6,287,0,0,0,0,8486.5,11,214942.9,29,0,0,0,0,148852,117,0,0,0,0,1764.2,6
2022,대구,동구,182148857.9,97973,8286628.9,10020,12588013.8,13346,845680,479,57743.3,51,109605176.9,6395,0,0,0,0,15438261.5,39182,967339.5,558,1075197,152,164109.2,161,172190.5,112,212515.5,398,10767593.3,17693,862222.8,592,670966,893,6895250.9,1628,1538237.5,2352,1289912.5,609,0,0,63607.1,48,2019203.8,476,655533.6,5,27025,19,333920.3,208,47439,20,630093.4,685,6934996.6,1891
2022,대구,서구,17323439.9,47813,383724,1079,177221,569,0,0,0,0,1850673,695,0,0,0,0,6032417.7,33041,2696294.7,2112,630763.3,61,38773.1,56,49568.3,72,122788.1,154,3414659.5,8382,172032.6,169,29625,33,696731.2,279,141036.7,416,16799,20,0,0,42319,11,84636,56,6687,1,0,0,78605.4,65,0,0,42959,39,615126.3,503
